Index,Offset,Original,Cleaned,Translation
5017,7825040,\pA large bow originally used by ninja.\nOnly the specially trained can use it.,A large bow originally used by ninja. Only the specially trained can use it.,
5018,7825120,"\pBoasts strong, sharp arrowheads that\ndig into foes like a hunting hawk.","Boasts strong, sharp arrowheads that dig into foes like a hunting hawk.",
5019,7825200,\pDokapon Q,Dokapon Q,
5020,7825216,"\pThis bow's arrows fly like an eagle,\nalmost always finding their mark.","This bow's arrows fly like an eagle, almost always finding their mark.",
5021,7825296,\pA strong crossbow with great range.\nDeals extra damage up close!,A strong crossbow with great range. Deals extra damage up close!,
5022,7825368,\pDOKAPON! Sword of Fury,DOKAPON! Sword of Fury,
5023,7825400,\p%20x%6y\h%s,[TEXT],
5024,7825416,\pDo you want to\n%3cload%0c this file?,Do you want to load this file?,
5025,7825456,"\pA bow so light, it's barely there.\nPerfect for those who favor agility.","A bow so light, it's barely there. Perfect for those who favor agility.",
5026,7825536,\pA spear made of ice crystals from\nRefrigid Cave. May strike with ice.,A spear made of ice crystals from Refrigid Cave. May strike with ice.,
5027,7825616,\pA spear with a powerful drill in lieu\nof a head. Thoroughly pierces foes.,A spear with a powerful drill in lieu of a head. Thoroughly pierces foes.,
5028,7825696,\p%3cFormat%s,Format[TEXT],
5029,7825712,\pTin Armor,Tin Armor,
5030,7825728,\p\hChecking storage media!,Checking storage media!,
5031,7825760,\pCheap Suit,Cheap Suit,
5032,7825776,\pYes No,Yes No,
5033,7825792,\pLinen Robe,Linen Robe,
5034,7825808,\p%3cDelete%0c this file?\nAre you sure?,Delete this file? Are you sure?,
5035,7825856,\pTracksuit,Tracksuit,
5036,7825872,\p%3cOverwrite%0c this file?\nAre you sure?,Overwrite this file? Are you sure?,
5037,7825920,\pShabby Rags,Shabby Rags,
5038,7825936,\pDo you want to\n%3csave%0c to this file?,Do you want to save to this file?,
5039,7825984,\p－－－－－－－－,－－－－－－－－,
5040,7826016,\pStorage media is unformatted.\n\k,Storage media is unformatted.,
5041,7826080,\p\r\hAutosave%18xNext:,AutosaveNext:,
5042,7826104,\p\r\hAutosave,Autosave,
5043,7826120,\p\r\hFile %d,File [NUM],
5044,7826136,\p\h%3cRank %1d%0c%7x%8s%14xLv.%2d,Rank [NUM][TEXT]Lv.[NUM],
5045,7826176,\pClaws fashioned from adamantite.\nTear through even the sturdiest armor.,Claws fashioned from adamantite. Tear through even the sturdiest armor.,
5046,7826256,\pKnuckle dusters which line your fists\nwith iron. Double as bottle openers!,Knuckle dusters which line your fists with iron. Double as bottle openers!,
5047,7826336,\p%15x\m%3s,[TEXT],
5048,7826352,"\pKnuckle dusters with diamonds on\neach finger. Glamorous, or gaudy?","Knuckle dusters with diamonds on each finger. Glamorous, or gaudy?",
5049,7826424,\p\h%8xWeek %3c%3d%0c%14x\m(  ),Week [NUM]( ),
5050,7826456,\p\r\hFile %d%18xNext:,File [NUM]Next:,
5051,7826480,\pA set of claws made from a dragon's\ntalons. Wickedly sharp and versatile.,A set of claws made from a dragon's talons. Wickedly sharp and versatile.,
5052,7826560,"\pA set of claws mimicking a panther's.\nGreat for strong, successive strikes.","A set of claws mimicking a panther's. Great for strong, successive strikes.",
5053,7826640,\p%3cNo storage media found!%0c\k,No storage media found!,
5054,7826680,\pMetal Jacket,Metal Jacket,
5055,7826696,\p%1cInsufficient free space!%0c\k,Insufficient free space!,
5056,7826736,\pBrass Armor,Brass Armor,
5057,7826752,\p%1cFile is corrupted!%0c\k,File is corrupted!,
5058,7826784,\pExpert Armor,Expert Armor,
5059,7826800,\p%3cThis storage media\ncontains no saved data!%0c\k,This storage media contains no saved data!,
5060,7826856,\pPliable Robe,Pliable Robe,
5061,7826872,\p%1cDelete failed!%0c\k,Delete failed!,
5062,7826904,\pLeafed Armor,Leafed Armor,
5063,7826920,\p%1cSave failed!%0c\k,Save failed!,
5064,7826944,\pSilver Bustier,Silver Bustier,
5065,7826968,\p%1cLoad failed!%0c\k,Load failed!,
5066,7826992,\pChainmail,Chainmail,
5067,7827008,\p%1cFormat failed!%0c\k,Format failed!,
5068,7827040,\pProtector,Protector,
5069,7827056,\p%3cStorage media is unformatted!%0c\k,Storage media is unformatted!,
5070,7827096,\pScale Mail,Scale Mail,
5071,7827112,\p\rDelete complete!\k,Delete complete!,
5072,7827136,\pBattle Jacket,Battle Jacket,
5073,7827152,\p\rLoad complete!\k,Load complete!,
5074,7827176,\pTemo Cloak,Temo Cloak,
5075,7827192,\p\rSave complete!\k,Save complete!,
5076,7827216,\pLight Armor,Light Armor,
5077,7827232,\p%0c in progress...,in progress...,
5078,7827256,\pWooden Armor,Wooden Armor,
5079,7827272,\p%3cDelete%s,Delete[TEXT],
5080,7827288,\pTengu Dogi,Tengu Dogi,
5081,7827304,\p%3cSave%s,Save[TEXT],
5082,7827320,\pIron Belt,Iron Belt,
5083,7827336,\p%3cLoad%s,Load[TEXT],
5084,7827352,\pLeather Armor,Leather Armor,
5085,7827400,\pFishskin Coat,Fishskin Coat,
5086,7827416,\pWarrior Shield,Warrior Shield,
5087,7827440,"\pA pair of worn, smelly clothes.\nStill better than your birthday suit.","A pair of worn, smelly clothes. Still better than your birthday suit.",
5088,7827584,\pReserve,Reserve,
5089,7828048,\pReserve,Reserve,
5090,7828472,\pReserve,Reserve,
5091,7828488,\pBone Armor,Bone Armor,
5092,7828504,\pBattle Clad,Battle Clad,
5093,7828520,\pMythril Mail,Mythril Mail,
5094,7828536,\pSpiked Shield,Spiked Shield,
5095,7828552,"\pDue to being drunk,\n","Due to being drunk,",
5096,7828984,\pReserve,Reserve,
5097,7829000,\pDark Gown,Dark Gown,
5098,7829012,\p%s,[TEXT],
5099,7829432,\pElven Cloak,Elven Cloak,
5100,7829480,\pBattle Shield,Battle Shield,
5101,7829496,"\pDue to being a wanted fugitive,\n","Due to being a wanted fugitive,",
5102,7829704,\pCross Armor,Cross Armor,
5103,7829752,"\pDue to being dead,\n","Due to being dead,",
5104,7829864,\pKaleidress,Kaleidress,
5105,7829880,\p%1cA storage media error has occurred!%0c\k,A storage media error has occurred!,
5106,7829960,\pBronze Shield,Bronze Shield,
5107,7829976,\pDisplay instructions\nmid-battle?,Display instructions mid-battle?,
5108,7830016,\p\rPlease select the save data\nto continue from.\k,Please select the save data to continue from.,
5109,7830136,\p%3c%s%0c's energy drain\ndropped AT to %1c1/4%0c!\n,[TEXT]'s energy drain dropped AT to 1/4!,
5110,7830192,"\p\rManual save is not available\nwhen playing via local network, but\nautosave will engage after each turn.\k","Manual save is not available when playing via local network, but autosave will engage after each turn.",
5111,7830432,\pMagic Mail,Magic Mail,
5112,7830448,"\p\rManual save is not available\nwhen playing in Online Mode, but\nautosave will engage after each turn.\k","Manual save is not available when playing in Online Mode, but autosave will engage after each turn.",
5113,7830680,\p%3c%s%0c absorbed\n\h%1c%d%0c HP.\n,[TEXT] absorbed [NUM] HP.,
5114,7830720,\pNo %3cmanagement data%0c\nfound on storage media.\k,No management data found on storage media.,
5115,7831016,\pNight Mail,Night Mail,
5116,7831064,\pWooden Shield,Wooden Shield,
5117,7831080,"\pWhen %3c%s%0c was shaken,\n\,\h%2c%d%0cG came out!\n","When [TEXT] was shaken, ,[NUM]G came out!",
5118,7831136,\pArmor made of countless small metallic\nplates that jangle as you move.,Armor made of countless small metallic plates that jangle as you move.,
5119,7831216,\pA super fancy bustier made of silver.\nThe silver nanoparticles are the key!,A super fancy bustier made of silver. The silver nanoparticles are the key!,
5120,7831296,"\pArmor made by sewing metal plates to\na leather base, boosting its defense.","Armor made by sewing metal plates to a leather base, boosting its defense.",
5121,7831376,\pA robust chest protector that also\nguards you from scrapes if you fall!,A robust chest protector that also guards you from scrapes if you fall!,
5122,7831488,\pArmor made from linked pieces of hard\nleather. Traditional armor of samurai.,Armor made from linked pieces of hard leather. Traditional armor of samurai.,
5123,7831600,"\pProvides respectable defense from\nany angle, and is easy to move in.","Provides respectable defense from any angle, and is easy to move in.",
5124,7831736,\pMirage Shield,Mirage Shield,
5125,7831752,"\pHowever, %3c%s%0c has dispelled\nthe effects!\n","However, [TEXT] has dispelled the effects!",
5126,7831808,\pA cloak made of tough material.\nOften marketed under different names.,A cloak made of tough material. Often marketed under different names.,
5127,7831888,\pArmor that's surprisingly sturdy\ndespite its light weight. Good value!,Armor that's surprisingly sturdy despite its light weight. Good value!,
5128,7832000,\pArmor made from countless layers\nof tree bark. Looks pretty tacky!,Armor made from countless layers of tree bark. Looks pretty tacky!,
5129,7832104,\pGlitzy Shield,Glitzy Shield,
5130,7832120,"\pDue to the effects of %3c%s%0c,\n","Due to the effects of [TEXT],",
5131,7832160,\pPadded mail designed with the help\nof tengu from the Wayward Forest.,Padded mail designed with the help of tengu from the Wayward Forest.,
5132,7832264,"\p%3c%s%0c emitted a special light,\nincreasing AT!\n","[TEXT] emitted a special light, increasing AT!",
5133,7832320,"\pA bellyband made of iron. May seem\nminimalistic, but protects quite well!","A bellyband made of iron. May seem minimalistic, but protects quite well!",
5134,7832432,"\pArmor made of thick, tanned leather.\nBog standard, but gets the job done.","Armor made of thick, tanned leather. Bog standard, but gets the job done.",
5135,7832544,"\pArmor that creaks every time you move.\nOver time, makes you smell metallic.","Armor that creaks every time you move. Over time, makes you smell metallic.",
5136,7832656,\pA suit that's slightly out-of-fashion.\n(There's a reason it was on sale!),A suit that's slightly out-of-fashion. (There's a reason it was on sale!),
5137,7832768,"\pSlightly itchy around the neck, but\nmade of stern stuff that won't tear.","Slightly itchy around the neck, but made of stern stuff that won't tear.",
5138,7832880,"\pA light nylon tracksuit. Flexible,\nbut prone to worn-out sleeves.","A light nylon tracksuit. Flexible, but prone to worn-out sleeves.",
5139,7833048,\pKnight Shield,Knight Shield,
5140,7833064,\p%3c%s%0c came back to life\nthanks to %3c%s%0c!\n,[TEXT] came back to life thanks to [TEXT]!,
5141,7833120,\pArmor for those who shun friendship.\nMade of bones from the Underworld.,Armor for those who shun friendship. Made of bones from the Underworld.,
5142,7833232,"\pProvides better protection than you'd\nexpect, but is disconcertingly slimy.","Provides better protection than you'd expect, but is disconcertingly slimy.",
5143,7833344,"\pArmor infused with a dark power.\nBoosts MG, but steadily drains HP.","Armor infused with a dark power. Boosts MG, but steadily drains HP.",
5144,7833448,"\pIs this okay, meow?","Is this okay, meow?",
5145,7833472,\pEmits waves of energy that are\nalmost addictive. Boosts AT in battle.,Emits waves of energy that are almost addictive. Boosts AT in battle.,
5146,7833584,\pYou'll have nothing to fear with\nthis on! Recovers HP in battle.,You'll have nothing to fear with this on! Recovers HP in battle.,
5147,7833688,"\pWelcome, welcome!","Welcome, welcome!",
5148,7833712,\pCreates its own aura that pushes\nyou forward. Boosts SP in battle.,Creates its own aura that pushes you forward. Boosts SP in battle.,
5149,7833816,\p\h%2x%0y%s%18x\mx%2d,[TEXT]x[NUM],
5150,7833840,\pMade from metal rings infused with\nmagic. Boosts MG in battle.,Made from metal rings infused with magic. Boosts MG in battle.,
5151,7833944,\pNihilist Sword,Nihilist Sword,
5152,7833968,\pAn extravagant suit of armor made\nfrom iron woven with gold and silver.,An extravagant suit of armor made from iron woven with gold and silver.,
5153,7834080,"\pA suit of armor with a dark aura,\nfor those who feel they are the night.","A suit of armor with a dark aura, for those who feel they are the night.",
5154,7834192,"\pDurable armor made of a mythic metal.\nDespite this, it's not very rare.","Durable armor made of a mythic metal. Despite this, it's not very rare.",
5155,7834304,\pA jacket made from a unique metal\nthat further hardens on impact.,A jacket made from a unique metal that further hardens on impact.,
5156,7834440,"\p\h%2x%s\,%8x\m%12dG","[TEXT],[NUM]G",
5157,7834464,\pArmor only offered to those who've\nfully proven their skill.,Armor only offered to those who've fully proven their skill.,
5158,7834528,\pVintage armor with no wear and tear\nthat's fully retained its value.,Vintage armor with no wear and tear that's fully retained its value.,
5159,7834632,"\p\h%2x%s%13x\m\,%7dG","[TEXT],[NUM]G",
5160,7834656,\pThe latest from one of the top brands.\nMade for all ages and sizes!,The latest from one of the top brands. Made for all ages and sizes!,
5161,7834728,\pcannot come to the rescue!\n,cannot come to the rescue!,
5162,7834760,"\p%3c%s%0c, regrettably,\n","[TEXT], regrettably,",
5163,7834792,"\pDue to being taken away,\n","Due to being taken away,",
5164,7834824,\pMetal Shield,Metal Shield,
5165,7834840,"\pDue to having surrendered,\n","Due to having surrendered,",
5166,7834872,"\pDue to being controlled,\n","Due to being controlled,",
5167,7834904,\pMulish Guard,Mulish Guard,
5168,7834920,\pShell Shield,Shell Shield,
5169,7834936,\pSteel Shield,Steel Shield,
5170,7834952,"\pDue to being paralyzed,\n","Due to being paralyzed,",
5171,7834984,\pLarge Shield,Large Shield,
5172,7835000,"\pDue to being afraid,\n","Due to being afraid,",
5173,7835032,\pRound Shield,Round Shield,
5174,7835048,"\pDue to being asleep,\n","Due to being asleep,",
5175,7835080,\pIron Shield,Iron Shield,
5176,7835096,\pCheap Shield,Cheap Shield,
5177,7835112,\pWow! It really is...!,Wow! It really is...!,
5178,7835136,\pHuh?!\k,Huh?!,
5179,7835288,\p%3c%s%0c has been taken away\nby a mysterious object...\k,[TEXT] has been taken away by a mysterious object...,
5180,7835352,\p－－－－－－－－,－－－－－－－－,
5181,7835416,\pYou beat the store owner\nand won %2c%s%0c!\k,You beat the store owner and won [TEXT]!,
5182,7835464,"\pA draw?!\nOne more round, meow!","A draw?! One more round, meow!",
5183,7837912,\pReserve,Reserve,
5184,7837928,\pBloody Guard,Bloody Guard,
5185,7837944,"\pWhat will you be selling, meow?","What will you be selling, meow?",
5186,7837984,\p%3c%s%0c emitted a special light\nwarning of danger!\k,[TEXT] emitted a special light warning of danger!,
5187,7838104,\pReserve,Reserve,
5188,7838120,\pDemon Shield,Demon Shield,
5189,7838136,\pMeow? You have nothing to sell me!,Meow? You have nothing to sell me!,
5190,7838176,"\p%3c%s%0c emitted a special light,\ncausing spontaneous muscle\nmovement!\n","[TEXT] emitted a special light, causing spontaneous muscle movement!",
5191,7838256,\p%3c%s%0c emitted a special light\nand summoned a thundercloud!\n,[TEXT] emitted a special light and summoned a thundercloud!,
5192,7838328,\p%3c%s%0c emitted a special light\nand summoned a meteor!\n,[TEXT] emitted a special light and summoned a meteor!,
5193,7838392,\pHero Shield,Hero Shield,
5194,7838408,\pGoddessGuard,GoddessGuard,
5195,7838424,"\pHow will you be paying, meow?","How will you be paying, meow?",
5196,7838456,\pCast an incantation.\nRaises MG.,Cast an incantation. Raises MG.,
5197,7838496,"\p%3c%s%0c emitted a special light,\ncreating a chill in the air!\n","[TEXT] emitted a special light, creating a chill in the air!",
5198,7838564,\pWisp,Wisp,
5199,7838576,"\p%3c%s%0c emitted a special light,\nremoving %3c%s%0c from play!\n","[TEXT] emitted a special light, removing [TEXT] from play!",
5200,7838648,\p%3c%s%0c emitted a\nmysterious light!\n,[TEXT] emitted a mysterious light!,
5201,7838696,\pToy Shield,Toy Shield,
5202,7838712,\pMoon Shield,Moon Shield,
5203,7838728,\p%3c%s%0c destroyed %3c%s%0c's\n%3c%s%0c!\n,[TEXT] destroyed [TEXT]'s [TEXT]!,
5204,7838776,\pLast Resort,Last Resort,
5205,7838792,\pMagic Shield,Magic Shield,
5206,7838808,\pSun Shield,Sun Shield,
5207,7838824,\pAura Shield,Aura Shield,
5208,7838840,\p%3c%s%0c has vanished!,[TEXT] has vanished!,
5209,7838872,\pExpert Guard,Expert Guard,
5210,7838888,\pKiller Axe,Killer Axe,
5211,7838904,\pDraco Blade,Draco Blade,
5212,7838920,\pVision Sword,Vision Sword,
5213,7838936,\pUnicorn Spear,Unicorn Spear,
5214,7838952,\pPerfect Health,Perfect Health,
5215,7838976,\pMeow? You don't have enough scratch!\nNo handouts for strays here! Hisss!,Meow? You don't have enough scratch! No handouts for strays here! Hisss!,
5216,7839056,\pWild Axe,Wild Axe,
5217,7839072,\pGreataxe,Greataxe,
5218,7839088,\pBattleaxe,Battleaxe,
5219,7839104,\pDebit Card,Debit Card,
5220,7839120,\pTomahawk,Tomahawk,
5221,7839136,\p\h%2x%0y%s,[TEXT],
5222,7839152,\pHand Axe,Hand Axe,
5223,7839168,\pIndra Blade,Indra Blade,
5224,7839184,"\p\h\m\,%12dG",",[NUM]G",
5225,7839200,\pCharm Saber,Charm Saber,
5226,7839216,"\pDon't go losing it now, you hear?\nIts value is incalculable!","Don't go losing it now, you hear? Its value is incalculable!",
5227,7839280,\pRogue Sword,Rogue Sword,
5228,7839296,"\pWhy, I can't even imagine\nhow you found them all...\nYou're a true collector, you are!","Why, I can't even imagine how you found them all... You're a true collector, you are!",
5229,7839392,\pThis is the %2cShining Season%0c-\na legendary treasure forged through\na combination of four other treasures.,This is the Shining Season- a legendary treasure forged through a combination of four other treasures.,
5230,7839512,\pJoker Sword,Joker Sword,
5231,7839528,\pChance Blade,Chance Blade,
5232,7839544,\pLance,Lance,
5233,7839552,"\pI'd heard murmurings of its existence,\nbut to think it's actually real...","I'd heard murmurings of its existence, but to think it's actually real...",
5234,7839632,\pAnubis Sword,Anubis Sword,
5235,7839648,"\pPlease, could you come closer\nand show me that treasure again?","Please, could you come closer and show me that treasure again?",
5236,7839720,\pMajin Sword,Majin Sword,
5237,7839736,\pSteak Knife,Steak Knife,
5238,7839752,"\pMeeeoooww...\nI lost...\nPlease, take this and spare me!","Meeeoooww... I lost... Please, take this and spare me!",
5239,7839816,\pDennis Rod,Dennis Rod,
5240,7839832,\pDream Rod,Dream Rod,
5241,7839848,"\pLet's duel with rock-paper-scissors!\nNo claws, I promise!","Let's duel with rock-paper-scissors! No claws, I promise!",
5242,7839912,\pCeramic Rod,Ceramic Rod,
5243,7839928,"\pW-Wait just a second, meow!","W-Wait just a second, meow!",
5244,7839960,\pIron Rod,Iron Rod,
5245,7839976,\pLight Rod,Light Rod,
5246,7839988,\pBat,Bat,
5247,7840000,"\pMyaahhh?\nYou're not pulling my tail, are you?!\nYou'll regret this if you lose!","Myaahhh? You're not pulling my tail, are you?! You'll regret this if you lose!",
5248,7840088,\pLucky Mallet,Lucky Mallet,
5249,7840104,\pMjollnir,Mjollnir,
5250,7840120,"\pYou good with that, meow?","You good with that, meow?",
5251,7840152,\pToy Hammer,Toy Hammer,
5252,7840168,\pPaying by card will be %3c30％%0c extra!,Paying by card will be 30％ extra!,
5253,7840216,\pMega Hammer,Mega Hammer,
5254,7840232,\pNeptune Pike,Neptune Pike,
5255,7840248,\pCarving Knife,Carving Knife,
5256,7840264,\pClose,Close,
5257,7840272,"\p%3c%s%0c has become\na wanted criminal!\nBounty: %2c\,%dG%0c!\k","[TEXT] has become a wanted criminal! Bounty: ,[NUM]G!",
5258,7840344,\pWarhammer,Warhammer,
5259,7840356,\pOrc,Orc,
5260,7840368,\pMeow?\nSomething's fishy about that card...\nMyaah! I knew it! It's a fake!,Meow? Something's fishy about that card... Myaah! I knew it! It's a fake!,
5261,7840448,\pHeavy Mace,Heavy Mace,
5262,7840464,"\pWhat're ya buyin', meow?","What're ya buyin', meow?",
5263,7840496,\pSSR Axe,SSR Axe,
5264,7840512,"\pI can buy your %2c%s%0c\nfor %2c\,%dG%0c.\nDoes that tickle your whiskers?","I can buy your [TEXT] for ,[NUM]G. Does that tickle your whiskers?",
5265,7840592,\pMad Axe,Mad Axe,
5266,7840608,"\pMeow? You can't carry any more!\nDon't be greedy, meow!","Meow? You can't carry any more! Don't be greedy, meow!",
5267,7840672,\pWood Axe,Wood Axe,
5268,7840688,\pPlay Dumb,Play Dumb,
5269,7840704,\pDrill Lance,Drill Lance,
5270,7840720,"\pHurl deadly, poison-coated spikes.\nHP is halved with each hit.","Hurl deadly, poison-coated spikes. HP is halved with each hit.",
5271,7840792,\pCaltrops,Caltrops,
5272,7840808,\pTrident,Trident,
5273,7840824,\pMagic Bide,Magic Bide,
5274,7840840,\pSteel Spear,Steel Spear,
5275,7840856,\pPoison Knife,Poison Knife,
5276,7840872,\pBattle Cutter,Battle Cutter,
5277,7840888,\pSurvival Knife,Survival Knife,
5278,7840912,"\pRemember how it feels to be well.\nHP recovers by 9,999! Whoa!","Remember how it feels to be well. HP recovers by 9,999! Whoa!",
5279,7840984,\pLong Spear,Long Spear,
5280,7841000,\pStand fast and focus power!\nRaises AT.,Stand fast and focus power! Raises AT.,
5281,7841048,\pJavelin,Javelin,
5282,7841064,\pPower Bide,Power Bide,
5283,7841080,\pSkill: %s,Skill: [TEXT],
5284,7841096,\pMagic: %s,Magic: [TEXT],
5285,7841112,\pMeteor Knife,Meteor Knife,
5286,7841128,\pHitman Knife,Hitman Knife,
5287,7841144,\pCheck Defensive Skills,Check Defensive Skills,
5288,7841176,\pScalpel,Scalpel,
5289,7841192,\pCheck Offensive Skills,Check Offensive Skills,
5290,7841224,\pKen's Shiv,Ken's Shiv,
5291,7841240,\pFeline Claws,Feline Claws,
5292,7841256,\pBrace for impact!\nRaises DF.,Brace for impact! Raises DF.,
5293,7841288,\pBrace,Brace,
5294,7841296,"\p%3c%s%0c's failed attack has\nmade them a wanted criminal!\nBounty: %2c\,%dG%0c!\k","[TEXT]'s failed attack has made them a wanted criminal! Bounty: ,[NUM]G!",
5295,7841384,\pHeavenly Bow,Heavenly Bow,
5296,7841400,\pFull Moon Bow,Full Moon Bow,
5297,7841416,\pCharm,Charm,
5298,7841424,\pMyahaha!\nYou're a wanted criminal now!\nIt's the purrfect punishment for you!,Myahaha! You're a wanted criminal now! It's the purrfect punishment for you!,
5299,7841512,\pWeaken,Weaken,
5300,7841528,\pBattlefist,Battlefist,
5301,7841544,\pStarter Bow,Starter Bow,
5302,7841560,\pHercules Bow,Hercules Bow,
5303,7841576,\pEquipment Strike,Equipment Strike,
5304,7841600,\pInflict an amount of damage per turn\nproportional to your level.,Inflict an amount of damage per turn proportional to your level.,
5305,7841672,\pPoison,Poison,
5306,7841688,\pIron Grip,Iron Grip,
5307,7841704,\pRaise speed to god-like levels!\nMakes you harder to hit.,Raise speed to god-like levels! Makes you harder to hit.,
5308,7841768,\pPower Band,Power Band,
5309,7841784,\pSpeed God,Speed God,
5310,7841800,\pSleep Bow,Sleep Bow,
5311,7841812,\p\h%s,[TEXT],
5312,7841824,"\pUnleash scorching, fiery breath!\nDispels offensive or defensive magic.","Unleash scorching, fiery breath! Dispels offensive or defensive magic.",
5313,7841904,\pInferno,Inferno,
5314,7841920,\pFlee before anyone notices.\nAvoids penalties for surrender.,Flee before anyone notices. Avoids penalties for surrender.,
5315,7841984,\pCupid's Bow,Cupid's Bow,
5316,7842000,\pSlip Away,Slip Away,
5317,7842016,\pShinobi Bow,Shinobi Bow,
5318,7842032,\pCopy enemy stats higher than your own.\nOnly imitates the best parts!,Copy enemy stats higher than your own. Only imitates the best parts!,
5319,7842104,\pHawk Bow,Hawk Bow,
5320,7842120,\pCopycat,Copycat,
5321,7842136,\pEagle Bow,Eagle Bow,
5322,7842148,\pCity,City,
5323,7842160,\pMake your body hard as stone.\nReduces physical damage to zero.,Make your body hard as stone. Reduces physical damage to zero.,
5324,7842232,\pLongbow,Longbow,
5325,7842248,\pSolidify,Solidify,
5326,7842264,\pLight Bow,Light Bow,
5327,7842280,\pSpace out and stare blankly.\nAll enemy magic is nullified.,Space out and stare blankly. All enemy magic is nullified.,
5328,7842344,\pIce Javelin,Ice Javelin,
5329,7842360,\pTickle,Tickle,
5330,7842376,\pNeck Strike,Neck Strike,
5331,7842392,\pChomp,Chomp,
5332,7842400,\pStrictly meant for hunting dragons.\nIts large blade makes enemies tremble.,Strictly meant for hunting dragons. Its large blade makes enemies tremble.,
5333,7842480,\pLose control of one's body.\nCannot use commands when charmed.,Lose control of one's body. Cannot use commands when charmed.,
5334,7842552,"\pHas Ken-san's stamp of approval!\nBut, who's Ken-san...?","Has Ken-san's stamp of approval! But, who's Ken-san...?",
5335,7842616,\pOuch! That'll sting for a while.\nHP decreases each turn.,Ouch! That'll sting for a while. HP decreases each turn.,
5336,7842676,\pTown,Town,
5337,7842688,\pA sword that's seen many years of use.\nSturdier and sharper than most others.,A sword that's seen many years of use. Sturdier and sharper than most others.,
5338,7842776,\pReserve,Reserve,
5339,7842792,\pRigid Claws,Rigid Claws,
5340,7842808,\pDiamond Fist,Diamond Fist,
5341,7842824,\pMagic Attract,Magic Attract,
5342,7842840,\pSteal,Steal,
5343,7842848,"\pA sword from another galaxy. Meant to\nbe ornamental, but does decent damage.","A sword from another galaxy. Meant to be ornamental, but does decent damage.",
5344,7842928,\pEnemy aims for your neck next turn!\nA successful hit will kill you.,Enemy aims for your neck next turn! A successful hit will kill you.,
5345,7843000,\pIron-Slicing Sword,Iron-Slicing Sword,
5346,7843024,"\pA simple, familiar longsword.\nGood for both slashing and stabbing!","A simple, familiar longsword. Good for both slashing and stabbing!",
5347,7843096,\pDragon Claws,Dragon Claws,
5348,7843120,\pEnemy aims for equipment next turn.\nA successful hit will destroy it.,Enemy aims for equipment next turn. A successful hit will destroy it.,
5349,7843200,"\pSword of choice for a fresh adventure.\nIt's heavy, and the blade's a bit dull.","Sword of choice for a fresh adventure. It's heavy, and the blade's a bit dull.",
5350,7843288,\pKaiser Fist,Kaiser Fist,
5351,7843304,\pBlood Siphon,Blood Siphon,
5352,7843320,\pHealing Light,Healing Light,
5353,7843336,\p%4y\hVoice\z,Voice,
5354,7843360,"\pMake them ask, where did you go?\nPhysical attacks miss while vanished.","Make them ask, where did you go? Physical attacks miss while vanished.",
5355,7843440,\pVanish,Vanish,
5356,7843456,\pReserve,Reserve,
5357,7843472,\pHard to stop the bleeding!\nHP decreases significantly each turn.,Hard to stop the bleeding! HP decreases significantly each turn.,
5358,7843544,\pReserve,Reserve,
5359,7843560,\pReserve,Reserve,
5360,7843576,\pReserve,Reserve,
5361,7843592,\pSap energy via a dark curse.\nLowers stats.,Sap energy via a dark curse. Lowers stats.,
5362,7843640,\pA sword cursed by Anubis.\nSometimes acts of its own accord.,A sword cursed by Anubis. Sometimes acts of its own accord.,
5363,7843704,\p%2y\hBGM\z,BGM,
5364,7843728,\pShow the joy of statue life for a bit!\nCannot use commands when petrified.,Show the joy of statue life for a bit! Cannot use commands when petrified.,
5365,7843808,\pPetrify,Petrify,
5366,7843824,"\pUtterly unhinged in its design, but\nit sure makes its bearer look good!","Utterly unhinged in its design, but it sure makes its bearer look good!",
5367,7843904,\pMake the enemy look just like you.\nThey even copy your stats!,Make the enemy look just like you. They even copy your stats!,
5368,7843976,\pTransform,Transform,
5369,7844000,\pAn axe that lives up to its name.\nIt's able to hack through anything!,An axe that lives up to its name. It's able to hack through anything!,
5370,7844080,"\pAn axe destined for greatness, infused\nwith the spirits of valiant warriors.","An axe destined for greatness, infused with the spirits of valiant warriors.",
5371,7844160,\pReduce offensive magic spell count.\nRemaining spell uses are halved.,Reduce offensive magic spell count. Remaining spell uses are halved.,
5372,7844232,"\pOh? An aspiring bank robber, are we?","Oh? An aspiring bank robber, are we?",
5373,7844272,"\pA basic tool of native origin. Despite\nits simple design, it strikes hard.","A basic tool of native origin. Despite its simple design, it strikes hard.",
5374,7844352,\pA hammer made from ancient stone.\nHeavy and difficult to use.,A hammer made from ancient stone. Heavy and difficult to use.,
5375,7844424,"\pItems are brazenly swiped,\ndisappearing without a trace!","Items are brazenly swiped, disappearing without a trace!",
5376,7844496,"\pDrains your life in battle, but may\nstrike down its target in one hit.","Drains your life in battle, but may strike down its target in one hit.",
5377,7844576,\pA sword born from a broken\nfriendship. Tide-turningly strong.,A sword born from a broken friendship. Tide-turningly strong.,
5378,7844648,\pSuffer a diabolical tickle attack!\nCauses gear to drop.,Suffer a diabolical tickle attack! Causes gear to drop.,
5379,7844712,\pTarget a spot better left untargeted!\nGreatly reduces HP.,Target a spot better left untargeted! Greatly reduces HP.,
5380,7844776,\pA very large hammer made for\ncombat. Hazardous when swung!,A very large hammer made for combat. Hazardous when swung!,
5381,7844840,\pVital Strike,Vital Strike,
